gene,vP0_1,vP0_2,vP4_1,vP4_2,vP7_1,vP7_2,vAd_1,vAd_2
ENSMUSG00000027997.10,20.73265572,18.98392604,17.23035309,19.07027703,16.75920644,18.0544853,7.908322657,7.989636942
ENSMUSG00000027994.15,0.375818533,0.221386893,0.312144078,0.396118514,0.263233609,0.348878943,0.451904152,0.374514232
ENSMUSG00000001052.16,84.18335134,81.85780353,64.98839698,73.90439702,56.59522594,55.99507034,37.16911649,36.82723278
ENSMUSG00000063328.7,0,0,0.062428816,0,0,0.087219736,0,0.062419039
ENSMUSG00000058897.19,2.818638996,2.103175479,2.060150913,2.60306452,1.754890727,1.395515772,0.56488019,0.062419039
ENSMUSG00000105011.2,0.250545689,0,0,0.056588359,0.087744536,0.087219736,0,0
ENSMUSG00000105760.2,0.062636422,0,0,0,0.087744536,0,0,0
ENSMUSG00000105520.2,0,0.055346723,0.062428816,0.113176718,0,0,0.056488019,0
ENSMUSG00000019232.15,0,0.055346723,0.062428816,0.113176718,0.087744536,0.087219736,0,0
ENSMUSG00000041084.9,46.53886164,41.95281614,48.56961849,52.28764384,37.29142795,39.51054029,28.24400949,35.76610912
ENSMUSG00000105466.2,0,0.110693446,0.124857631,0.169765077,0.175489073,0.348878943,0.056488019,0.062419039
ENSMUSG00000062006.13,44.91031467,43.44717767,38.39372156,42.49785771,29.39441968,30.61412724,23.16008778,21.97150159
ENSMUSG00000105789.2,0.062636422,0,0,0,0,0,0,0
ENSMUSG00000105769.2,0,0,0,0,0,0,0,0.062419039
ENSMUSG00000105558.2,1.691183397,1.494361525,1.186147495,1.810827492,0.877445363,1.133856565,1.016784342,0.312095193
ENSMUSG00000104859.2,0,0.110693446,0,0,0,0,0,0
ENSMUSG00000106086.2,0.062636422,0,0,0,0,0,0,0
ENSMUSG00000027985.15,0.501091377,0.553467231,0.499430524,0.113176718,0.438722682,0.61053815,0.112976038,0.249676154
ENSMUSG00000027984.9,277.7925321,241.090326,300.6571757,257.6467991,260.6890175,257.8215388,216.4056007,167.3454425
ENSMUSG00000027983.14,22.54911197,19.48204655,23.78537872,20.93769288,19.5670316,19.10112213,20.67461495,26.09115814
ENSMUSG00000097761.2,0.125272844,0.221386893,0.124857631,0.113176718,0.087744536,0.174439471,0.056488019,0.124838077
ENSMUSG00000050931.8,2.129638352,1.93713531,4.120301826,3.508478266,2.895569699,4.971524937,2.033568683,1.747733081
ENSMUSG00000104754.2,0,0,0,0,0.175489073,0,0,0
ENSMUSG00000028032.14,39.71149163,32.59921993,37.02028762,40.0079699,30.35960958,34.88789429,14.40444484,13.29525522
ENSMUSG00000105973.2,0.250545689,0.221386893,0.249715262,0.169765077,0.263233609,0.087219736,0,0
ENSMUSG00000028031.7,0.939546332,1.272974632,0.811574602,1.075178823,0.9651899,0.959417093,0,0.187257116
ENSMUSG00000106313.2,0.125272844,0.110693446,0.124857631,0,0.087744536,0.087219736,0.056488019,0
ENSMUSG00000028029.12,49.5454099,47.48748846,38.70586564,40.5738535,39.57278589,43.08654945,44.85148707,42.38252721
ENSMUSG00000028030.13,34.70057786,31.04951168,31.3392654,31.63289275,32.20224484,29.65471015,28.41347354,24.96761544
ENSMUSG00000105719.2,0.187909266,0.387427062,0.062428816,0.339530155,0,0.174439471,0.056488019,0
ENSMUSG00000105691.2,0.375818533,0.276733616,0.312144078,0.396118514,1.052934436,0.436098679,0.169464057,0.062419039
ENSMUSG00000106230.2,0,0.110693446,0.249715262,0.056588359,0.175489073,0.174439471,0.169464057,0
ENSMUSG00000106499.2,1.19009202,1.106934463,0.874003418,0.848825387,0.877445363,1.046636829,1.242736417,0.749028463
ENSMUSG00000040998.19,4.885640926,3.708230451,4.744589981,4.979775603,3.422036917,2.616592072,1.299224436,0.499352309
ENSMUSG00000028018.16,7.892189188,7.582501071,6.118023923,8.148723715,5.176927644,4.535426258,1.977080664,3.495466162
ENSMUSG00000104787.2,0,0,0.124857631,0.056588359,0,0,0,0
ENSMUSG00000105259.2,0,0,0.062428816,0.169765077,0.175489073,0.174439471,0,0
ENSMUSG00000105217.2,0,0,0.062428816,0,0,0.174439471,0,0
ENSMUSG00000028016.10,11.46246525,12.28697254,11.79904614,11.26108347,10.70483343,12.90852089,9.37701115,9.487693868
ENSMUSG00000040969.15,0,0,0,0.113176718,0,0,0,0
ENSMUSG00000105957.2,3.194457528,2.933376327,2.559581437,3.055771393,2.193613409,3.663228901,2.711424911,2.746437699
ENSMUSG00000028013.17,65.14187901,65.58586693,67.79769368,69.15097486,78.79459364,74.57287405,71.51383202,64.29160976
ENSMUSG00002076298.1,0,0,0,0,0,0.087219736,0,0.062419039
ENSMUSG00000040943.13,75.03843371,102.7235182,83.1551823,87.65536829,87.56904727,83.81816604,41.85762206,28.90001487
ENSMUSG00000105085.2,0,0.055346723,0,0,0,0,0,0
ENSMUSG00000097911.3,0.187909266,0.332080339,0.124857631,0.113176718,0.263233609,0.087219736,0.056488019,0
ENSMUSG00002076160.1,0,0,0,0,0,0,0.112976038,0
ENSMUSG00000104556.2,0,0,0,0,0,0.087219736,0.056488019,0
ENSMUSG00000106139.2,1.127455598,2.213868926,0.749145787,1.471297337,1.140678972,1.133856565,0.282440095,0.43693327
ENSMUSG00000044365.16,10.4602825,11.45677169,8.67760536,9.563432693,8.598964562,7.326457802,6.157194068,4.743846934
ENSMUSG00000104779.2,0,0,0,0.056588359,0,0,0,0
ENSMUSG00000097031.3,0,0,0,0,0,0,0,0.062419039
ENSMUSG00000045328.12,19.16674517,60.77070201,71.04399209,75.6020478,35.9752599,42.65045077,0.903808304,0.43693327
ENSMUSG00000028167.16,1.002182754,0.608813955,0,0.339530155,0.438722682,0.087219736,0.225952076,0.124838077
ENSMUSG00000037994.15,0.125272844,0.055346723,0.124857631,0.056588359,0,0,0.056488019,0.062419039
ENSMUSG00000050150.17,0.125272844,0.166040169,0.249715262,0.056588359,0,0.087219736,0.056488019,0.187257116
ENSMUSG00000028165.10,49.98386486,50.25482462,52.93963558,50.25046291,58.35011667,62.18767158,89.53351008,72.03157055
ENSMUSG00000105981.2,0.751637066,1.05158774,0.936432233,1.018590464,0.701956291,0.523318414,0.169464057,0.249676154
ENSMUSG00000105449.2,3.257093951,3.320803389,2.746867884,3.055771393,2.018124336,1.83161445,1.12976038,1.248380772
ENSMUSG00000097032.3,0.501091377,1.328321355,0.56185934,0.735648669,0.877445363,0.523318414,0.395416133,0.187257116
ENSMUSG00000078578.10,276.1639852,275.3499476,250.3395503,264.4939906,245.8601908,243.3430627,289.1621691,302.420242
ENSMUSG00000105404.2,0,0.055346723,0.312144078,0.509295232,0,0,0.112976038,0
ENSMUSG00000028164.16,32.06984813,37.19299795,31.96355356,37.29172867,27.99050709,26.42757993,19.31890249,16.10411196
ENSMUSG00000083045.2,0,0,0,0,0,0.087219736,0,0
ENSMUSG00000083610.2,2.004365508,0.774854124,1.810435651,1.754239133,2.281357945,1.308296036,1.807616607,1.185961734
ENSMUSG00000028163.18,83.4943507,79.20116082,73.72843116,77.58264037,80.11076168,76.05560956,61.00706049,54.11730647
ENSMUSG00000106149.2,0.438454955,0.332080339,0.624288155,0.339530155,0.438722682,0.523318414,0.112976038,0.124838077
ENSMUSG00000053897.16,14.1558314,9.519636381,5.431306952,5.885189349,4.913694035,5.669282823,3.219817082,2.871275776
ENSMUSG00000106290.2,0.125272844,0.055346723,0.062428816,0,0,0.174439471,0.056488019,0.124838077
ENSMUSG00000105681.2,0.062636422,0,0.187286447,0,0,0,0.112976038,0
ENSMUSG00000037922.14,1.75381982,0.996241017,0.936432233,0.905413746,2.193613409,1.83161445,1.468688493,2.434342506
ENSMUSG00000105869.2,0.062636422,0,0,0,0,0,0,0
ENSMUSG00000028161.18,87.50308171,108.3688839,103.0075456,103.6698739,113.4536855,110.3329657,87.49994139,78.0862173
ENSMUSG00000106596.2,0.187909266,0.276733616,0.312144078,0.452706873,0.614211754,0.348878943,0.112976038,0.062419039
ENSMUSG00000105545.2,0.062636422,0,0.187286447,0.169765077,0.175489073,0.174439471,0,0
ENSMUSG00002076866.1,0.062636422,0.055346723,0.062428816,0,0.087744536,0,0,0.062419039
ENSMUSG00000106398.2,0,0.055346723,0,0,0,0,0,0
ENSMUSG00000105327.2,0,0.055346723,0,0,0,0.087219736,0,0
ENSMUSG00000054690.18,40.02467374,42.34024321,33.02484342,42.04515083,43.96001271,39.16166134,29.59972194,39.82334663
ENSMUSG00000046818.8,5.699914414,1.992482033,2.434723806,2.716241238,2.63233609,2.267713129,0.847320285,1.185961734
ENSMUSG00000105325.2,0,0,0,0.056588359,0,0,0,0
ENSMUSG00000105427.2,0,0.055346723,0,0.056588359,0,0.087219736,0.056488019,0
ENSMUSG00000105676.2,0.125272844,0.055346723,0,0,0,0,0.056488019,0
ENSMUSG00000037894.14,43.15649485,37.96785208,41.26544707,50.25046291,29.30667514,38.02780478,12.54034021,12.73348388
ENSMUSG00000074212.8,36.01594272,40.01568083,36.39599946,40.34750006,40.97669847,34.62623509,46.54612764,41.57107971
ENSMUSG00000106629.2,0,0,0.062428816,0.056588359,0.175489073,0,0,0
ENSMUSG00000105748.2,0.689000643,1.383668079,1.186147495,1.244943901,0.789700827,1.395515772,0.903808304,0.062419039
ENSMUSG00000081829.2,0.062636422,0.110693446,0,0.169765077,0.263233609,0.261659207,0,0.062419039
ENSMUSG00000104675.2,0,0.055346723,0,0,0,0,0,0
ENSMUSG00000091512.6,34.19948648,34.59170197,33.64913158,38.19714241,38.51985146,35.76009165,36.20882016,32.83241431
ENSMUSG00000028159.15,13.34155791,13.89202751,7.42902905,10.80837659,5.615650326,4.535426258,7.625882562,7.989636942
ENSMUSG00000105296.2,0.062636422,0.276733616,0.187286447,0.339530155,0.263233609,0,0.169464057,0
ENSMUSG00000049349.4,1.628546975,1.328321355,0.749145787,1.584474056,0.263233609,1.133856565,0.847320285,0.998704618
ENSMUSG00000090066.3,298.2746422,257.3622626,293.103289,280.4519078,270.428661,269.0728847,232.3917101,201.6759137
ENSMUSG00000028158.15,16.22283333,18.37511208,18.60378703,16.52380087,14.12687035,13.25739983,11.35409181,10.79849368
ENSMUSG00000104776.2,0.125272844,0.221386893,0.062428816,0.282941796,0.350978145,0.436098679,0.112976038,0.124838077
ENSMUSG00000004127.13,9.395463319,10.2944905,6.555025632,8.205312074,5.52790579,4.797085465,3.954161328,3.869980394
ENSMUSG00000099146.8,0,0,0,0,0.087744536,0.087219736,0,0
ENSMUSG00000055301.9,0,0.055346723,0,0,0.175489073,0.174439471,0.112976038,0
ENSMUSG00000074207.11,6.827370012,4.317044405,7.928459574,3.451889907,5.966628471,6.977578859,12.76629229,10.61123656
ENSMUSG00000089635.2,0.062636422,0.166040169,0.124857631,0,0.087744536,0.087219736,0.169464057,0.124838077
ENSMUSG00000053054.14,0,0,0,0,0,0,0,0.062419039
ENSMUSG00000074206.8,2.004365508,2.711989434,1.248576311,1.414708978,1.842635263,0.61053815,0.169464057,0.998704618
ENSMUSG00000037797.15,0,0,0,0.056588359,0.087744536,0,0,0
ENSMUSG00000028138.9,83.61962354,77.26402551,76.10072615,85.33524557,77.82940374,74.39843458,72.81305646,74.15381786
ENSMUSG00000005813.13,62.38587644,59.5530741,60.36866463,59.75730724,54.313868,51.45964408,60.61164436,55.74020147
ENSMUSG00000028156.13,56.81123487,55.62345676,60.18137818,63.8316691,66.51035855,69.25247017,99.64486547,102.9914137
ENSMUSG00000106353.2,0,0.055346723,0,0,0,0,0.056488019,0
ENSMUSG00000028152.11,9.646009008,9.076862596,7.928459574,11.65720198,10.70483343,9.245291988,7.908322657,8.801084443
ENSMUSG00000086123.4,0,0,0.062428816,0,0.087744536,0.087219736,0,0.062419039
ENSMUSG00000028149.13,83.61962354,83.57355195,73.04171419,89.29643071,71.16081898,60.35605713,43.66523867,44.00542222
ENSMUSG00000104724.2,0.313182111,0.940894293,1.186147495,0.565883591,0.526467218,0.959417093,0.395416133,0.374514232
ENSMUSG00000106574.2,0.062636422,0.166040169,0,0.226353437,0.087744536,0,0,0.187257116
ENSMUSG00000089737.2,0,0,0.124857631,0,0,0,0,0
ENSMUSG00000059921.16,2.06700193,1.494361525,0.499430524,1.414708978,0.701956291,0.61053815,0.395416133,0.062419039
ENSMUSG00000052430.16,0.751637066,0.664160678,0.312144078,0.962002105,0.789700827,0.174439471,0.338928114,0.499352309
ENSMUSG00000028273.16,449.7295109,483.0661996,457.7280756,457.1773534,512.5158368,476.917515,974.8702315,1051.948058
ENSMUSG00000105504.5,1.252728443,1.660401694,2.497152622,3.395301548,5.089183108,5.843722294,8.24725077,7.552703671
ENSMUSG00000040253.16,7.766916344,11.51211841,16.10663441,17.37262625,21.14643326,20.84551684,18.30211815,16.72830235
ENSMUSG00000028268.15,4.13400386,3.320803389,4.61973235,5.941777709,8.949942707,8.721973573,7.512906524,9.737370022
ENSMUSG00000040264.11,0.062636422,0.276733616,0,0.226353437,0.263233609,0.087219736,0.621368209,0.811447502
ENSMUSG00000028270.13,6.952642856,4.095657513,5.681022214,7.413075046,9.476409925,13.86793798,19.71431862,18.78813062
ENSMUSG00000040213.14,11.08664672,11.12469135,8.802462992,9.620021052,8.335730953,6.890359123,19.60134258,17.66458793
ENSMUSG00000086561.2,0,0,0,0,0,0,0.056488019,0.062419039
ENSMUSG00000028271.10,32.82148519,34.25962163,24.28480925,30.84065573,21.58515594,24.1598668,15.76015729,14.04428369
ENSMUSG00000065130.3,0,0.166040169,0,0.282941796,0,0,0,0
ENSMUSG00000004591.17,73.28461389,112.9626619,87.58762821,98.5769216,81.16369612,75.27063194,71.7397841,65.66482861
ENSMUSG00000087795.3,0.062636422,0.166040169,0.062428816,0.169765077,0,0,0,0
ENSMUSG00000106550.2,0,0.055346723,0,0,0,0,0,0
ENSMUSG00000097858.3,0.563727799,0.387427062,0.312144078,0.169765077,0,0,0.056488019,0.124838077
ENSMUSG00000105671.2,0,0,0,0.056588359,0,0,0,0
ENSMUSG00000078162.7,0,0,0.062428816,0.056588359,0.263233609,0,0.056488019,0
ENSMUSG00000105652.2,0,0,0,0,0,0,0.112976038,0
ENSMUSG00000105279.2,0,0,0.187286447,0.056588359,0,0,0,0
ENSMUSG00000028266.18,45.97513384,38.07854552,35.20985197,32.08559963,28.95569699,30.35246804,24.28984816,29.89871949
ENSMUSG00000104969.2,0.87690991,0.774854124,0.56185934,0.67906031,0.438722682,0.697757886,0.112976038,0
ENSMUSG00000106266.2,0,0.055346723,0,0,0,0,0,0
ENSMUSG00000106416.2,0.313182111,0.553467231,0,0.339530155,0.350978145,0.348878943,0,0
ENSMUSG00000040151.10,44.65976898,36.19675694,37.27000288,39.78161647,38.51985146,36.19619033,18.35860617,18.22635927
ENSMUSG00000104903.2,0,0.055346723,0.312144078,0.056588359,0,0,0,0.062419039
ENSMUSG00000106057.2,0.125272844,0.276733616,0.249715262,0.056588359,0.087744536,0,0,0
ENSMUSG00000037072.17,111.1170129,101.3951968,110.2492882,122.740151,102.4856185,96.9011264,82.64197176,85.95101616
ENSMUSG00002076123.1,0.125272844,0.110693446,0.062428816,0.169765077,0.175489073,0.087219736,0.056488019,0
ENSMUSG00000105045.2,0.125272844,0.055346723,0.187286447,0,0.087744536,0,0,0
ENSMUSG00000037062.14,281.926536,306.2887659,313.8920846,321.9311751,326.2341861,291.5755766,327.0091419,350.1083875
ENSMUSG00000106089.2,0,0.055346723,0,0.056588359,0,0,0.056488019,0
ENSMUSG00000056025.13,29.12593629,41.67608253,15.91934796,22.23922514,10.35385529,8.460314366,1.412200474,0.686609425
ENSMUSG00000106424.2,0.125272844,0.221386893,0,0.113176718,0.175489073,0,0,0
ENSMUSG00000104841.2,0,0.110693446,0.124857631,0.056588359,0,0.087219736,0,0
ENSMUSG00000028262.14,1.816456242,0.940894293,0.56185934,0.282941796,0.438722682,0.436098679,0.112976038,0
ENSMUSG00000106361.2,0,0,0.062428816,0,0,0,0,0
ENSMUSG00000036960.11,0.313182111,0.110693446,0.374572893,0.339530155,0.087744536,0.174439471,0.169464057,0.062419039
ENSMUSG00000028256.17,12.58992085,23.96513112,18.29164295,20.88110452,15.09206025,13.95515772,13.3876605,10.92333176
ENSMUSG00000028197.5,6.451551479,4.261697682,3.558442486,4.52706873,2.807825163,2.878251279,0,0.062419039
ENSMUSG00000105619.2,0.062636422,0.055346723,0,0.056588359,0.087744536,0,0,0
ENSMUSG00000105959.2,0,0,0.062428816,0,0.087744536,0,0,0
ENSMUSG00000074182.9,17.85138031,18.87323259,20.53908031,19.18345374,22.81357945,21.45605499,14.46093286,14.10670272
ENSMUSG00000028195.5,34.51266859,27.06454762,36.64571472,33.5003086,61.50891998,71.95628198,31.18138647,51.745383
ENSMUSG00000097183.3,3.758185328,3.929617343,3.558442486,3.112359752,2.720080627,3.139910486,1.242736417,1.872571158
ENSMUSG00000028194.16,18.85356306,18.70719242,27.34382121,23.99346427,27.02531719,26.6020194,12.48385219,16.04169292
ENSMUSG00000105388.2,2.254911197,1.605054971,0.749145787,1.358120619,1.491657118,0.697757886,0.734344247,1.435637888
ENSMUSG00000028191.12,25.99411518,21.41918186,23.03623294,24.21981771,24.3929811,25.55538257,17.00289371,21.16005409
ENSMUSG00000036873.14,15.90965122,13.17252011,13.85919705,15.73156384,14.4778485,14.30403666,14.40444484,15.10540734
ENSMUSG00000036863.13,90.50962997,95.80517776,88.14948755,62.19060668,58.1746276,66.98475704,41.23625385,34.26805219
ENSMUSG00000043020.14,0.062636422,0,0,0,0,0,0.056488019,0
ENSMUSG00000036853.6,0.062636422,0,0.062428816,0.113176718,0,0,0,0
ENSMUSG00000011008.14,0.187909266,0.332080339,0,0.339530155,0.350978145,0.261659207,0.056488019,0.187257116
ENSMUSG00000036832.6,71.84397618,57.78197896,49.31876428,37.68784718,12.72295777,22.15381288,0.847320285,1.185961734
ENSMUSG00000036825.13,28.43693565,24.24186474,28.40511107,32.8212483,28.2537407,25.90426151,19.03646239,22.15875871
ENSMUSG00000028189.13,8.518553409,8.689435534,7.054456156,9.167314179,7.19505198,9.070852516,5.761777936,5.992227706
ENSMUSG00000028188.14,4.071367438,7.693194517,4.557303535,5.489070836,4.650460426,3.663228901,4.180113404,3.183370969
ENSMUSG00000068523.13,33.63575868,32.10109942,27.7183941,33.33054353,25.358171,28.43363385,30.61650628,32.58273815
ENSMUSG00000028187.11,23.92711325,25.62553282,21.22579728,23.65393412,17.28567366,19.71166028,13.55712455,12.42138868
ENSMUSG00000028186.15,0.062636422,0,0.062428816,0,0,0.087219736,0,0
ENSMUSG00000085810.8,0.187909266,0.110693446,0.187286447,0.056588359,0.175489073,0,0.056488019,0.062419039
ENSMUSG00000090202.2,0,0.110693446,0,0,0,0,0,0
ENSMUSG00000048652.13,0.751637066,0.498120508,0.062428816,0.509295232,0.614211754,0.174439471,0.847320285,0.811447502
ENSMUSG00000105529.2,0.062636422,0,0.062428816,0,0,0.087219736,0.056488019,0.062419039
ENSMUSG00000005034.16,145.8175907,124.9729009,120.5500428,130.945463,142.7603606,129.8701865,95.91665622,95.31387195
ENSMUSG00000104946.2,0.187909266,0.110693446,0,0.226353437,0.175489073,0.087219736,0,0
ENSMUSG00000070343.4,0.87690991,0.774854124,0.374572893,0.67906031,0.9651899,0.959417093,0.847320285,0.936285579
ENSMUSG00000036745.16,6.451551479,6.198832992,6.30531037,9.280490897,6.844073835,5.233184144,12.65331625,10.73607464
ENSMUSG00000028184.13,137.2990373,131.1163871,138.2798264,147.9219708,133.2839507,128.3002313,81.17328327,73.15511325
ENSMUSG00000104786.2,0.062636422,0.276733616,0.312144078,0.226353437,0.350978145,0.174439471,0.225952076,0.124838077
ENSMUSG00000105876.2,0.125272844,0.166040169,0.062428816,0.056588359,0,0,0.112976038,0.187257116
ENSMUSG00000105357.2,0.125272844,0,0.062428816,0.226353437,0,0.174439471,0,0.062419039
ENSMUSG00000070342.4,0.125272844,0.719507401,0.56185934,0.056588359,0.350978145,0.348878943,0.169464057,0.062419039
ENSMUSG00000106515.5,0.939546332,0.940894293,2.309866175,1.92400421,1.140678972,1.308296036,0.903808304,0.936285579
ENSMUSG00000105797.2,0.125272844,0.332080339,0.499430524,0.565883591,0.701956291,0.872197357,0.338928114,0
ENSMUSG00000089269.3,0,0,0.062428816,0,0.087744536,0,0,0
ENSMUSG00000104785.2,0,0.110693446,0,0,0,0,0,0
ENSMUSG00000047676.7,46.22567953,75.27154348,1.748006835,147.4126755,51.94476552,27.03811808,3.897673309,90.69486309
ENSMUSG00000105779.2,0.062636422,0,0,0.056588359,0.087744536,0.087219736,0,0
ENSMUSG00000105425.2,0.062636422,0,0,0,0,0,0,0
ENSMUSG00000106157.2,0.187909266,0.553467231,0.374572893,0.565883591,0.877445363,0.436098679,0.225952076,0.561771347
ENSMUSG00000105401.2,0,0.055346723,0.062428816,0.056588359,0,0,0,0.062419039
ENSMUSG00000039167.13,37.0807619,36.47349055,52.31534743,53.81552953,75.72353487,68.99081096,66.99479051,66.03934284
ENSMUSG00000028037.14,1.503274131,0.608813955,1.498291573,1.810827492,0.701956291,0.959417093,2.76791293,2.68401866
ENSMUSG00000028036.7,1.127455598,1.106934463,0.998861049,0.282941796,0.701956291,0.523318414,12.08843606,8.426570212
ENSMUSG00000105403.2,0.250545689,0.387427062,0.062428816,0.113176718,0.087744536,0,1.299224436,1.248380772
ENSMUSG00000039131.16,1.378001287,1.383668079,1.623149204,2.999183034,3.158803308,2.529372336,2.993865006,2.371923467
ENSMUSG00000105698.2,0.375818533,0.221386893,0.187286447,0.452706873,0.263233609,0.174439471,0.056488019,0.062419039
ENSMUSG00000084343.2,0,0,0.062428816,0,0.087744536,0.087219736,0.056488019,0.062419039
ENSMUSG00000097293.2,0.250545689,0.110693446,0.249715262,0.226353437,0.087744536,0.436098679,0.338928114,0.499352309
